starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 05 21:21:00 2021	1625516460	0	1280	1280	1279
Mon Jul 05 21:20:52 2021	1625516452	0	1280	1280	1280
Mon Jul 05 21:20:50 2021	1625516450	0	1280	1280	1280
Mon Jul 05 21:20:51 2021	1625516451	0	1281	1281	1280
Mon Jul 05 21:21:05 2021	1625516465	0	1281	1281	1280
Mon Jul 05 21:20:54 2021	1625516454	0	1281	1281	1280
Mon Jul 05 21:20:51 2021	1625516451	0	1281	1281	1280
Mon Jul 05 21:20:50 2021	1625516450	0	1281	1281	1280
Mon Jul 05 21:21:02 2021	1625516462	0	1281	1281	1281
Mon Jul 05 21:20:45 2021	1625516445	0	1282	1282	1281
Mon Jul 05 21:20:59 2021	1625516459	0	1282	1282	1281
Mon Jul 05 21:20:52 2021	1625516452	0	1282	1282	1282
Mon Jul 05 21:20:50 2021	1625516450	0	1283	1283	1282
Mon Jul 05 21:21:01 2021	1625516461	0	1283	1283	1283
Mon Jul 05 21:20:58 2021	1625516458	0	1283	1284	1283
Mon Jul 05 21:20:57 2021	1625516457	0	1284	1284	1283
Mon Jul 05 21:20:53 2021	1625516453	0	1284	1284	1283
Mon Jul 05 21:20:53 2021	1625516453	0	1284	1284	1283
Mon Jul 05 21:20:57 2021	1625516457	0	1284	1284	1283
Mon Jul 05 21:20:59 2021	1625516459	0	1284	1284	1284
Mon Jul 05 21:20:56 2021	1625516456	0	1284	1285	1284
Mon Jul 05 21:20:47 2021	1625516447	0	1285	1285	1284
Mon Jul 05 21:21:05 2021	1625516465	0	1285	1285	1284
Mon Jul 05 21:20:53 2021	1625516453	0	1285	1285	1284
Mon Jul 05 21:21:00 2021	1625516460	0	1285	1285	1284
Mon Jul 05 21:20:59 2021	1625516459	0	1285	1285	1285
Mon Jul 05 21:20:50 2021	1625516450	0	1285	1285	1285
Mon Jul 05 21:20:57 2021	1625516457	0	1285	1286	1285
Mon Jul 05 21:21:06 2021	1625516466	0	1286	1286	1285
Mon Jul 05 21:20:45 2021	1625516445	0	1285	1286	1285
Mon Jul 05 21:20:51 2021	1625516451	0	1286	1286	1286
Mon Jul 05 21:20:57 2021	1625516457	0	1286	1287	1286
Mon Jul 05 21:20:52 2021	1625516452	0	1287	1287	1285
Mon Jul 05 21:20:56 2021	1625516456	0	1287	1287	1286
Mon Jul 05 21:21:06 2021	1625516466	0	1287	1287	1286
Mon Jul 05 21:21:03 2021	1625516463	0	1287	1287	1287
Mon Jul 05 21:21:02 2021	1625516462	0	1288	1288	1287
Mon Jul 05 21:20:49 2021	1625516449	0	1288	1288	1287
Mon Jul 05 21:20:57 2021	1625516457	0	1288	1289	1288
Mon Jul 05 21:20:53 2021	1625516453	0	1289	1289	1288
Mon Jul 05 21:21:00 2021	1625516460	0	1289	1289	1289
Mon Jul 05 21:20:45 2021	1625516445	0	1289	1289	1289
Mon Jul 05 21:20:54 2021	1625516454	0	1289	1290	1289
Mon Jul 05 21:20:47 2021	1625516447	0	1290	1290	1289
Mon Jul 05 21:20:53 2021	1625516453	0	1290	1290	1289
Mon Jul 05 21:21:02 2021	1625516462	0	1290	1290	1290
Mon Jul 05 21:20:48 2021	1625516448	0	1291	1291	1290
Mon Jul 05 21:20:46 2021	1625516446	0	1291	1291	1290
Mon Jul 05 21:21:02 2021	1625516462	0	1291	1291	1291
Mon Jul 05 21:20:50 2021	1625516450	0	1291	1291	1291
Mon Jul 05 21:21:02 2021	1625516462	0	1291	1292	1289
Mon Jul 05 21:21:08 2021	1625516468	0	1291	1292	1291
Mon Jul 05 21:20:49 2021	1625516449	0	1291	1292	1291
Mon Jul 05 21:21:02 2021	1625516462	0	1292	1292	1290
Mon Jul 05 21:21:08 2021	1625516468	0	1292	1292	1291
Mon Jul 05 21:20:48 2021	1625516448	0	1292	1292	1291
Mon Jul 05 21:20:53 2021	1625516453	0	1292	1292	1291
Mon Jul 05 21:20:45 2021	1625516445	0	1292	1293	1292
Mon Jul 05 21:20:49 2021	1625516449	0	1293	1293	1292
Mon Jul 05 21:21:03 2021	1625516463	0	1293	1293	1293
Mon Jul 05 21:20:46 2021	1625516446	0	1293	1293	1293
Mon Jul 05 21:20:51 2021	1625516451	0	1294	1294	1293
Mon Jul 05 21:20:57 2021	1625516457	0	1294	1294	1294
Mon Jul 05 21:20:53 2021	1625516453	0	1294	1294	1293
Mon Jul 05 21:20:53 2021	1625516453	0	1294	1294	1294
Mon Jul 05 21:21:03 2021	1625516463	0	1294	1295	1294
Mon Jul 05 21:20:46 2021	1625516446	0	1295	1295	1294
Mon Jul 05 21:20:55 2021	1625516455	0	1295	1295	1295
Mon Jul 05 21:21:02 2021	1625516462	0	1295	1295	1295
Mon Jul 05 21:20:51 2021	1625516451	0	1295	1295	1295
Mon Jul 05 21:20:56 2021	1625516456	0	1295	1296	1295
Mon Jul 05 21:20:52 2021	1625516452	0	1296	1296	1295
Mon Jul 05 21:21:06 2021	1625516466	0	1296	1296	1295
Mon Jul 05 21:20:51 2021	1625516451	0	1296	1296	1296
Mon Jul 05 21:20:53 2021	1625516453	0	1296	1296	1296
Mon Jul 05 21:20:47 2021	1625516447	0	1297	1297	1296
Mon Jul 05 21:20:49 2021	1625516449	0	1297	1297	1297
Mon Jul 05 21:20:56 2021	1625516456	0	1297	1298	1297
Mon Jul 05 21:21:00 2021	1625516460	0	1298	1298	1297
Mon Jul 05 21:20:55 2021	1625516455	0	1298	1298	1298
Mon Jul 05 21:21:02 2021	1625516462	0	1299	1299	1298
Mon Jul 05 21:20:56 2021	1625516456	0	1299	1299	1298
Mon Jul 05 21:20:56 2021	1625516456	0	1299	1299	1299
Mon Jul 05 21:20:46 2021	1625516446	0	1299	1299	1299
Mon Jul 05 21:20:57 2021	1625516457	0	1299	1299	1299
Mon Jul 05 21:21:01 2021	1625516461	0	1299	1299	1299
Mon Jul 05 21:21:02 2021	1625516462	0	1299	1300	1299
Mon Jul 05 21:20:57 2021	1625516457	0	1300	1300	1300
Mon Jul 05 21:20:49 2021	1625516449	0	1300	1300	1300
Mon Jul 05 21:20:52 2021	1625516452	0	1300	1300	1300
Mon Jul 05 21:21:06 2021	1625516466	0	1300	1300	1299
Mon Jul 05 21:20:56 2021	1625516456	0	1300	1300	1300
Mon Jul 05 21:20:54 2021	1625516454	0	1301	1301	1300
Mon Jul 05 21:20:49 2021	1625516449	0	1301	1301	1300
Mon Jul 05 21:20:56 2021	1625516456	0	1301	1301	1300
Mon Jul 05 21:20:55 2021	1625516455	0	1301	1301	1301
Mon Jul 05 21:20:58 2021	1625516458	0	1302	1302	1301
Mon Jul 05 21:20:58 2021	1625516458	0	1302	1302	1302
Mon Jul 05 21:20:47 2021	1625516447	0	1302	1302	1302
Mon Jul 05 21:20:50 2021	1625516450	0	1302	1302	1301
Mon Jul 05 21:20:49 2021	1625516449	0	1302	1303	1301
Mon Jul 05 21:20:56 2021	1625516456	0	1303	1303	1302
Mon Jul 05 21:21:02 2021	1625516462	0	1303	1303	1302
Mon Jul 05 21:20:52 2021	1625516452	0	1303	1304	1303
Mon Jul 05 21:20:56 2021	1625516456	0	1304	1304	1303
Mon Jul 05 21:20:55 2021	1625516455	0	1304	1304	1304
Mon Jul 05 21:21:08 2021	1625516468	0	1304	1305	1304
Mon Jul 05 21:20:49 2021	1625516449	0	1305	1305	1304
Mon Jul 05 21:21:02 2021	1625516462	0	1305	1305	1304
Mon Jul 05 21:21:02 2021	1625516462	0	1305	1305	1305
Mon Jul 05 21:21:01 2021	1625516461	0	1305	1305	1305
Mon Jul 05 21:20:48 2021	1625516448	0	1306	1306	1304
Mon Jul 05 21:20:47 2021	1625516447	0	1306	1306	1306
Mon Jul 05 21:21:02 2021	1625516462	0	1306	1306	1305
Mon Jul 05 21:20:54 2021	1625516454	0	1306	1306	1305
Mon Jul 05 21:21:05 2021	1625516465	0	1306	1306	1305
Mon Jul 05 21:21:03 2021	1625516463	0	1306	1306	1305
Mon Jul 05 21:21:05 2021	1625516465	0	1306	1306	1305
Mon Jul 05 21:20:57 2021	1625516457	0	1306	1306	1305
Mon Jul 05 21:20:47 2021	1625516447	0	1306	1306	1306
Mon Jul 05 21:20:54 2021	1625516454	0	1306	1306	1305
Mon Jul 05 21:20:48 2021	1625516448	0	1306	1307	1306
Mon Jul 05 21:21:00 2021	1625516460	0	1306	1307	1306
Mon Jul 05 21:20:57 2021	1625516457	0	1307	1307	1306
Mon Jul 05 21:20:47 2021	1625516447	0	1307	1307	1306
Mon Jul 05 21:21:06 2021	1625516466	0	1307	1307	1307
Mon Jul 05 21:21:08 2021	1625516468	0	1307	1307	1306
Mon Jul 05 21:20:49 2021	1625516449	0	1308	1308	1307
Mon Jul 05 21:20:51 2021	1625516451	0	1308	1308	1308
Mon Jul 05 21:20:56 2021	1625516456	0	1308	1308	1308
Mon Jul 05 21:20:56 2021	1625516456	0	1308	1309	1308
Mon Jul 05 21:20:49 2021	1625516449	0	1309	1309	1308
Mon Jul 05 21:21:02 2021	1625516462	0	1309	1309	1308
Mon Jul 05 21:20:47 2021	1625516447	0	1309	1310	1309
Mon Jul 05 21:21:06 2021	1625516466	0	1309	1310	1309
Mon Jul 05 21:21:04 2021	1625516464	0	1309	1310	1309
Mon Jul 05 21:20:51 2021	1625516451	0	1310	1310	1309
Mon Jul 05 21:20:46 2021	1625516446	0	1310	1311	1310
Mon Jul 05 21:20:45 2021	1625516445	0	1311	1311	1311
Mon Jul 05 21:20:57 2021	1625516457	0	1312	1312	1312
Mon Jul 05 21:21:02 2021	1625516462	0	1312	1312	1312
Mon Jul 05 21:21:00 2021	1625516460	0	1312	1312	1312
Mon Jul 05 21:21:02 2021	1625516462	0	1312	1312	1312
Mon Jul 05 21:21:06 2021	1625516466	0	1312	1312	1312
Mon Jul 05 21:21:06 2021	1625516466	0	1312	1312	1312
Mon Jul 05 21:20:58 2021	1625516458	0	1312	1313	1312
Mon Jul 05 21:21:06 2021	1625516466	0	1312	1313	1312
Mon Jul 05 21:20:54 2021	1625516454	0	1312	1313	1312
Mon Jul 05 21:20:46 2021	1625516446	0	1313	1313	1312
Mon Jul 05 21:21:00 2021	1625516460	0	1313	1313	1312
Mon Jul 05 21:20:51 2021	1625516451	0	1313	1313	1313
Mon Jul 05 21:21:08 2021	1625516468	0	1313	1313	1313
Mon Jul 05 21:20:56 2021	1625516456	0	1313	1313	1313
Mon Jul 05 21:20:58 2021	1625516458	0	1313	1314	1313
Mon Jul 05 21:20:57 2021	1625516457	0	1314	1314	1313
Mon Jul 05 21:20:57 2021	1625516457	0	1314	1314	1313
Mon Jul 05 21:20:48 2021	1625516448	0	1314	1314	1314
Mon Jul 05 21:20:58 2021	1625516458	0	1314	1314	1314
Mon Jul 05 21:21:07 2021	1625516467	0	1314	1314	1314
Mon Jul 05 21:20:57 2021	1625516457	0	1314	1314	1314
Mon Jul 05 21:20:57 2021	1625516457	0	1314	1314	1314
Mon Jul 05 21:21:06 2021	1625516466	0	1314	1315	1314
Mon Jul 05 21:20:45 2021	1625516445	0	1315	1315	1314
Mon Jul 05 21:21:00 2021	1625516460	0	1315	1315	1314
Mon Jul 05 21:20:59 2021	1625516459	0	1315	1315	1314
Mon Jul 05 21:20:48 2021	1625516448	0	1315	1315	1314
Mon Jul 05 21:21:06 2021	1625516466	0	1315	1315	1315
Mon Jul 05 21:20:56 2021	1625516456	0	1315	1315	1314
Mon Jul 05 21:21:05 2021	1625516465	0	1315	1315	1315
Mon Jul 05 21:21:06 2021	1625516466	0	1316	1316	1315
Mon Jul 05 21:20:53 2021	1625516453	0	1316	1316	1315
Mon Jul 05 21:20:50 2021	1625516450	0	1316	1316	1315
Mon Jul 05 21:21:03 2021	1625516463	0	1316	1316	1315
Mon Jul 05 21:20:53 2021	1625516453	0	1316	1316	1316
Mon Jul 05 21:20:52 2021	1625516452	0	1316	1316	1316
Mon Jul 05 21:21:06 2021	1625516466	0	1316	1316	1316
Mon Jul 05 21:20:56 2021	1625516456	0	1316	1317	1316
Mon Jul 05 21:21:02 2021	1625516462	0	1317	1317	1316
Mon Jul 05 21:20:57 2021	1625516457	0	1317	1317	1316
Mon Jul 05 21:21:00 2021	1625516460	0	1317	1317	1316
Mon Jul 05 21:21:02 2021	1625516462	0	1318	1318	1317
Mon Jul 05 21:21:05 2021	1625516465	0	1318	1318	1317
Mon Jul 05 21:20:53 2021	1625516453	0	1318	1318	1318
Mon Jul 05 21:20:46 2021	1625516446	0	1318	1318	1318
Mon Jul 05 21:21:08 2021	1625516468	0	1318	1319	1318
Mon Jul 05 21:20:54 2021	1625516454	0	1319	1319	1318
Mon Jul 05 21:20:47 2021	1625516447	0	1319	1319	1318
Mon Jul 05 21:20:59 2021	1625516459	0	1319	1320	1319
Mon Jul 05 21:20:57 2021	1625516457	1	1319	1320	1319
Mon Jul 05 21:21:03 2021	1625516463	0	1320	1320	1319
Mon Jul 05 21:21:00 2021	1625516460	0	1320	1320	1319
Mon Jul 05 21:20:49 2021	1625516449	0	1320	1320	1319
Mon Jul 05 21:20:57 2021	1625516457	0	1320	1320	1320
Mon Jul 05 21:20:55 2021	1625516455	0	1320	1320	1320
Mon Jul 05 21:20:46 2021	1625516446	0	1320	1320	1320
Mon Jul 05 21:20:57 2021	1625516457	0	1320	1320	1320
Mon Jul 05 21:20:53 2021	1625516453	0	1320	1320	1320
Mon Jul 05 21:20:49 2021	1625516449	0	1320	1320	1320
Mon Jul 05 21:20:46 2021	1625516446	0	1320	1320	1320
Mon Jul 05 21:20:51 2021	1625516451	0	1320	1320	1320
Mon Jul 05 21:21:08 2021	1625516468	0	1320	1321	1320
Mon Jul 05 21:21:03 2021	1625516463	0	1321	1321	1320
Mon Jul 05 21:20:57 2021	1625516457	0	1321	1321	1320
Mon Jul 05 21:20:51 2021	1625516451	0	1321	1321	1320
Mon Jul 05 21:21:00 2021	1625516460	0	1321	1321	1321
Mon Jul 05 21:21:06 2021	1625516466	0	1321	1321	1321
Mon Jul 05 21:21:08 2021	1625516468	0	1322	1322	1321
Mon Jul 05 21:20:58 2021	1625516458	0	1322	1322	1321
Mon Jul 05 21:20:49 2021	1625516449	0	1322	1322	1321
Mon Jul 05 21:20:57 2021	1625516457	0	1322	1322	1322
Mon Jul 05 21:20:51 2021	1625516451	0	1323	1323	1322
Mon Jul 05 21:20:51 2021	1625516451	0	1323	1323	1323
Mon Jul 05 21:20:49 2021	1625516449	0	1323	1323	1323
Mon Jul 05 21:20:58 2021	1625516458	0	1324	1324	1323
Mon Jul 05 21:20:50 2021	1625516450	0	1324	1324	1323
Mon Jul 05 21:20:50 2021	1625516450	0	1324	1324	1323
Mon Jul 05 21:20:49 2021	1625516449	0	1324	1324	1323
Mon Jul 05 21:20:51 2021	1625516451	0	1324	1324	1324
Mon Jul 05 21:20:57 2021	1625516457	0	1324	1324	1324
Mon Jul 05 21:20:49 2021	1625516449	0	1325	1325	1324
Mon Jul 05 21:20:51 2021	1625516451	0	1325	1325	1325
Mon Jul 05 21:20:51 2021	1625516451	0	1325	1325	1325
Mon Jul 05 21:20:53 2021	1625516453	0	1325	1326	1325
Mon Jul 05 21:21:08 2021	1625516468	0	1326	1326	1325
Mon Jul 05 21:21:08 2021	1625516468	0	1326	1326	1325
Mon Jul 05 21:21:06 2021	1625516466	0	1326	1326	1325
Mon Jul 05 21:21:02 2021	1625516462	0	1326	1326	1326
Mon Jul 05 21:20:56 2021	1625516456	0	1326	1326	1326
Mon Jul 05 21:20:51 2021	1625516451	0	1326	1327	1326
Mon Jul 05 21:20:56 2021	1625516456	0	1326	1327	1326
Mon Jul 05 21:21:06 2021	1625516466	0	1327	1327	1326
Mon Jul 05 21:20:56 2021	1625516456	0	1328	1328	1328
Mon Jul 05 21:21:06 2021	1625516466	0	1328	1328	1328
Mon Jul 05 21:20:47 2021	1625516447	0	1328	1328	1328
Mon Jul 05 21:20:50 2021	1625516450	0	1328	1328	1328
Mon Jul 05 21:21:02 2021	1625516462	0	1329	1329	1328
Mon Jul 05 21:20:49 2021	1625516449	0	1329	1329	1329
Mon Jul 05 21:20:56 2021	1625516456	0	1329	1329	1329
Mon Jul 05 21:21:00 2021	1625516460	0	1329	1329	1328
Mon Jul 05 21:20:47 2021	1625516447	0	1329	1330	1329
Mon Jul 05 21:20:50 2021	1625516450	0	1330	1330	1330
Mon Jul 05 21:20:49 2021	1625516449	0	1331	1331	1330
Mon Jul 05 21:21:01 2021	1625516461	0	1331	1331	1330
Mon Jul 05 21:21:03 2021	1625516463	0	1331	1331	1330
Mon Jul 05 21:20:58 2021	1625516458	0	1331	1331	1331
Mon Jul 05 21:21:03 2021	1625516463	0	1331	1331	1330
Mon Jul 05 21:20:45 2021	1625516445	0	1331	1331	1331
Mon Jul 05 21:21:00 2021	1625516460	0	1331	1331	1330
Mon Jul 05 21:20:46 2021	1625516446	0	1331	1332	1330
Mon Jul 05 21:21:05 2021	1625516465	0	1331	1332	1331
Mon Jul 05 21:20:56 2021	1625516456	0	1331	1332	1331
Mon Jul 05 21:20:50 2021	1625516450	0	1332	1332	1331
Mon Jul 05 21:21:01 2021	1625516461	0	1332	1333	1332
Mon Jul 05 21:21:03 2021	1625516463	0	1333	1333	1332
Mon Jul 05 21:21:01 2021	1625516461	0	1333	1333	1332
Mon Jul 05 21:20:53 2021	1625516453	0	1334	1334	1333
Mon Jul 05 21:21:01 2021	1625516461	0	1333	1334	1333
Mon Jul 05 21:21:03 2021	1625516463	0	1334	1334	1333
Mon Jul 05 21:21:00 2021	1625516460	0	1334	1334	1334
Mon Jul 05 21:21:06 2021	1625516466	0	1335	1335	1334
Mon Jul 05 21:21:03 2021	1625516463	0	1335	1335	1334
Mon Jul 05 21:20:54 2021	1625516454	0	1335	1335	1334
Mon Jul 05 21:20:54 2021	1625516454	0	1335	1335	1335
Mon Jul 05 21:20:52 2021	1625516452	0	1335	1335	1334
Mon Jul 05 21:20:48 2021	1625516448	0	1335	1335	1334
Mon Jul 05 21:21:00 2021	1625516460	0	1335	1335	1335
Mon Jul 05 21:21:00 2021	1625516460	0	1335	1335	1335
Mon Jul 05 21:21:00 2021	1625516460	0	1335	1336	1335
Mon Jul 05 21:20:59 2021	1625516459	0	1336	1336	1335
Mon Jul 05 21:20:57 2021	1625516457	0	1336	1336	1335
Mon Jul 05 21:21:03 2021	1625516463	0	1336	1336	1335
Mon Jul 05 21:21:00 2021	1625516460	0	1336	1336	1335
Mon Jul 05 21:21:00 2021	1625516460	0	1336	1336	1336
Mon Jul 05 21:20:56 2021	1625516456	0	1336	1337	1336
Mon Jul 05 21:20:46 2021	1625516446	0	1337	1337	1336
Mon Jul 05 21:20:49 2021	1625516449	0	1337	1337	1334
Mon Jul 05 21:21:02 2021	1625516462	0	1337	1337	1336
Mon Jul 05 21:21:05 2021	1625516465	0	1337	1337	1336
Mon Jul 05 21:20:57 2021	1625516457	0	1337	1337	1336
Mon Jul 05 21:20:52 2021	1625516452	0	1338	1338	1337
Mon Jul 05 21:20:48 2021	1625516448	0	1338	1338	1337
Mon Jul 05 21:20:50 2021	1625516450	0	1338	1338	1337
Mon Jul 05 21:20:57 2021	1625516457	0	1338	1339	1338
Mon Jul 05 21:21:03 2021	1625516463	0	1339	1339	1338
Mon Jul 05 21:21:00 2021	1625516460	0	1339	1339	1339
Mon Jul 05 21:21:03 2021	1625516463	0	1339	1339	1339
Mon Jul 05 21:21:05 2021	1625516465	0	1339	1339	1338
Mon Jul 05 21:20:48 2021	1625516448	0	1339	1339	1338
Mon Jul 05 21:20:53 2021	1625516453	0	1339	1340	1339
Mon Jul 05 21:20:57 2021	1625516457	0	1340	1340	1339
Mon Jul 05 21:21:08 2021	1625516468	0	1340	1340	1339
Mon Jul 05 21:20:56 2021	1625516456	0	1340	1340	1340
Mon Jul 05 21:20:49 2021	1625516449	0	1340	1340	1340
Mon Jul 05 21:21:01 2021	1625516461	0	1340	1340	1340
Mon Jul 05 21:20:53 2021	1625516453	0	1340	1341	1340
Mon Jul 05 21:21:05 2021	1625516465	0	1340	1341	1339
Mon Jul 05 21:20:54 2021	1625516454	0	1340	1341	1340
Mon Jul 05 21:20:50 2021	1625516450	0	1341	1342	1341
Mon Jul 05 21:20:47 2021	1625516447	0	1341	1342	1341
Mon Jul 05 21:20:52 2021	1625516452	0	1342	1342	1341
Mon Jul 05 21:20:48 2021	1625516448	0	1342	1342	1341
Mon Jul 05 21:21:00 2021	1625516460	0	1342	1342	1341
Mon Jul 05 21:21:00 2021	1625516460	0	1342	1343	1325
Mon Jul 05 21:20:57 2021	1625516457	0	1342	1343	1342
Mon Jul 05 21:20:58 2021	1625516458	0	1343	1343	1342
Mon Jul 05 21:21:00 2021	1625516460	0	1343	1343	1343
Mon Jul 05 21:20:58 2021	1625516458	0	1343	1343	1342
Mon Jul 05 21:21:08 2021	1625516468	0	1343	1343	1343
Mon Jul 05 21:21:08 2021	1625516468	0	1343	1344	1343
Mon Jul 05 21:21:05 2021	1625516465	0	1344	1344	1343
Mon Jul 05 21:20:46 2021	1625516446	0	1344	1344	1343
Mon Jul 05 21:21:06 2021	1625516466	0	1344	1344	1344
Mon Jul 05 21:20:50 2021	1625516450	0	1344	1344	1344
Mon Jul 05 21:20:50 2021	1625516450	0	1344	1344	1344
Mon Jul 05 21:21:04 2021	1625516464	0	1344	1344	1344
Mon Jul 05 21:21:03 2021	1625516463	0	1344	1345	1344
Mon Jul 05 21:21:00 2021	1625516460	0	1344	1345	1344
Mon Jul 05 21:20:58 2021	1625516458	0	1345	1345	1344
Mon Jul 05 21:21:00 2021	1625516460	0	1345	1345	1344
Mon Jul 05 21:21:00 2021	1625516460	0	1345	1346	1345
Mon Jul 05 21:21:06 2021	1625516466	0	1346	1346	1346
Mon Jul 05 21:20:56 2021	1625516456	0	1347	1347	1346
Mon Jul 05 21:20:55 2021	1625516455	0	1347	1347	1347
Mon Jul 05 21:20:53 2021	1625516453	0	1348	1348	1348
Mon Jul 05 21:21:03 2021	1625516463	0	1348	1348	1348
Mon Jul 05 21:21:05 2021	1625516465	0	1348	1348	1348
Mon Jul 05 21:21:01 2021	1625516461	0	1348	1348	1348
Mon Jul 05 21:21:05 2021	1625516465	0	1349	1349	1348
Mon Jul 05 21:20:57 2021	1625516457	0	1349	1349	1349
Mon Jul 05 21:21:08 2021	1625516468	0	1349	1349	1348
Mon Jul 05 21:21:00 2021	1625516460	0	1350	1350	1350
Mon Jul 05 21:21:02 2021	1625516462	0	1350	1350	1350
Mon Jul 05 21:20:51 2021	1625516451	0	1350	1350	1350
Mon Jul 05 21:21:06 2021	1625516466	0	1350	1351	1350
Mon Jul 05 21:21:06 2021	1625516466	0	1350	1351	1350
Mon Jul 05 21:20:45 2021	1625516445	0	1351	1351	1350
Mon Jul 05 21:21:02 2021	1625516462	0	1351	1351	1350
Mon Jul 05 21:21:03 2021	1625516463	0	1351	1351	1351
Mon Jul 05 21:20:50 2021	1625516450	0	1352	1352	1351
Mon Jul 05 21:21:06 2021	1625516466	0	1351	1352	1351
Mon Jul 05 21:20:53 2021	1625516453	0	1352	1352	1352
Mon Jul 05 21:21:08 2021	1625516468	0	1352	1352	1352
Mon Jul 05 21:21:05 2021	1625516465	0	1352	1352	1352
Mon Jul 05 21:21:05 2021	1625516465	0	1352	1352	1352
Mon Jul 05 21:21:06 2021	1625516466	0	1353	1353	1352
Mon Jul 05 21:21:05 2021	1625516465	0	1353	1353	1352
Mon Jul 05 21:20:59 2021	1625516459	0	1353	1353	1352
Mon Jul 05 21:20:58 2021	1625516458	0	1353	1353	1352
Mon Jul 05 21:21:07 2021	1625516467	0	1353	1353	1352
Mon Jul 05 21:21:06 2021	1625516466	0	1353	1353	1353
Mon Jul 05 21:21:00 2021	1625516460	0	1353	1354	1353
Mon Jul 05 21:21:08 2021	1625516468	0	1354	1354	1353
Mon Jul 05 21:20:54 2021	1625516454	0	1354	1354	1353
Mon Jul 05 21:21:03 2021	1625516463	0	1354	1354	1353
Mon Jul 05 21:20:50 2021	1625516450	0	1354	1354	1354
Mon Jul 05 21:21:05 2021	1625516465	0	1354	1354	1354
Mon Jul 05 21:21:08 2021	1625516468	0	1354	1355	1354
Mon Jul 05 21:20:46 2021	1625516446	0	1355	1355	1354
Mon Jul 05 21:20:52 2021	1625516452	0	1355	1355	1355
Mon Jul 05 21:21:08 2021	1625516468	0	1355	1355	1355
Mon Jul 05 21:20:56 2021	1625516456	0	1355	1355	1355
Mon Jul 05 21:20:55 2021	1625516455	0	1355	1355	1355
Mon Jul 05 21:20:55 2021	1625516455	0	1355	1355	1355
Mon Jul 05 21:21:01 2021	1625516461	0	1355	1356	1355
Mon Jul 05 21:20:50 2021	1625516450	0	1356	1356	1355
Mon Jul 05 21:21:03 2021	1625516463	0	1356	1356	1355
Mon Jul 05 21:21:09 2021	1625516469	0	1356	1357	1356
Mon Jul 05 21:21:05 2021	1625516465	0	1356	1357	1356
Mon Jul 05 21:21:06 2021	1625516466	0	1357	1357	1356
Mon Jul 05 21:20:58 2021	1625516458	0	1357	1357	1356
Mon Jul 05 21:20:57 2021	1625516457	0	1357	1357	1356
Mon Jul 05 21:21:00 2021	1625516460	0	1357	1357	1356
Mon Jul 05 21:21:04 2021	1625516464	0	1357	1357	1356
Mon Jul 05 21:21:07 2021	1625516467	0	1357	1357	1357
Mon Jul 05 21:20:52 2021	1625516452	0	1357	1357	1357
Mon Jul 05 21:21:04 2021	1625516464	0	1357	1358	1357
Mon Jul 05 21:20:46 2021	1625516446	0	1358	1358	1357
Mon Jul 05 21:20:51 2021	1625516451	0	1358	1358	1358
Mon Jul 05 21:21:05 2021	1625516465	0	1358	1358	1358
Mon Jul 05 21:21:04 2021	1625516464	0	1358	1358	1358
Mon Jul 05 21:21:00 2021	1625516460	0	1358	1358	1358
Mon Jul 05 21:21:00 2021	1625516460	0	1359	1359	1358
Mon Jul 05 21:20:59 2021	1625516459	0	1358	1359	1358
Mon Jul 05 21:20:50 2021	1625516450	0	1358	1359	1358
Mon Jul 05 21:20:55 2021	1625516455	0	1359	1359	1358
Mon Jul 05 21:20:53 2021	1625516453	0	1359	1359	1358
Mon Jul 05 21:20:46 2021	1625516446	0	1359	1359	1359
Mon Jul 05 21:21:00 2021	1625516460	0	1360	1360	1359
Mon Jul 05 21:20:56 2021	1625516456	0	1360	1360	1359
Mon Jul 05 21:20:46 2021	1625516446	0	1360	1360	1359
Mon Jul 05 21:20:58 2021	1625516458	0	1360	1360	1359
Mon Jul 05 21:21:01 2021	1625516461	0	1360	1360	1360
Mon Jul 05 21:21:03 2021	1625516463	0	1360	1360	1360
Mon Jul 05 21:21:05 2021	1625516465	0	1361	1361	1360
Mon Jul 05 21:20:56 2021	1625516456	0	1361	1361	1360
Mon Jul 05 21:21:08 2021	1625516468	0	1361	1361	1361
Mon Jul 05 21:20:47 2021	1625516447	0	1361	1361	1361
Mon Jul 05 21:20:58 2021	1625516458	0	1361	1362	1360
Mon Jul 05 21:20:56 2021	1625516456	0	1361	1362	1361
Mon Jul 05 21:21:00 2021	1625516460	0	1361	1362	1361
Mon Jul 05 21:20:48 2021	1625516448	0	1362	1362	1361
Mon Jul 05 21:21:06 2021	1625516466	0	1362	1362	1361
Mon Jul 05 21:20:48 2021	1625516448	0	1362	1362	1361
Mon Jul 05 21:20:47 2021	1625516447	0	1362	1362	1362
Mon Jul 05 21:21:00 2021	1625516460	0	1362	1362	1362
Mon Jul 05 21:20:55 2021	1625516455	0	1362	1363	1362
Mon Jul 05 21:20:49 2021	1625516449	0	1363	1363	1362
Mon Jul 05 21:20:56 2021	1625516456	0	1363	1363	1362
Mon Jul 05 21:20:51 2021	1625516451	0	1363	1363	1362
Mon Jul 05 21:20:50 2021	1625516450	0	1363	1363	1362
Mon Jul 05 21:20:48 2021	1625516448	0	1363	1363	1362
